Title,Score,Comment
겨울왕국 2,8,"진짜 겨울왕국 너무너무 좋아하고, 2편도 너무 재밌었는데...영화관에서 두세번 보는 스타일임에도 이번꺼는 올라프,스벤이 갑자기 존댓말하는 것하고 번역잘못된부분때문에 짜증나서 두번은 못보갰어요 ㅠ "
겨울왕국 2,10,겨울왕국1 을 너무재미있게보았고겨울왕국2 나와서 기대하면서 봤어요봐도봐도 너무재미있게보았어요딸이 옷과 인형사달라고 쫄라서 사주었네요 
겨울왕국 2,10,5살 딸과 함께 봤어요 :) 딸과 웃다 울다를 반복했네요 실제연기자들이 연기하는듯한 착각에 빠지겠어요 넘 재밌게 잘 봤습니다 
겨울왕국 2,8,올라프가 엄청 귀엽다. 그리고 순록이 많이 나온다. 
겨울왕국 2,8,그냥 마음이 힐링??ㅠㅠ 
겨울왕국 2,10,전편의 내용이 이어지니 더좋았구  시간가는거 모르게 즐겁게 봤습니다 정말 재밌고 음악두 역시 기억에 남아요 
겨울왕국 2,6,재밌게 봤네요 1편의 임팩트가 넘 강했는지... 그래도 볼만했~~^^* 
겨울왕국 2,10,크리스토퍼 뮤비.. 
겨울왕국 2,10,영상미랑 ost가 정말 소름 돋도록 무서웠다.. 
겨울왕국 2,10,너무너무좋았어요꼭보세요!!♥♥ 
겨울왕국 2,9,스토리 너무 탄탄해ㅠㅠ 
겨울왕국 2,8,멜로디가 계속 생각날것 같아요~아~~~ 
겨울왕국 2,10,
겨울왕국 2,7,평점 너무 높은듯.. 엘사가 말타고 달리는 장면은 정말 예뻐요 
겨울왕국 2,8,
겨울왕국 2,10,"말이 필요 없는 영화.. 여운이 엄청 길어서 지금도 OST듣고 있당,. "
겨울왕국 2,10,음악이 너무 좋아서 시간가는주 모르고 영상도 너무좃습니당~ 
겨울왕국 2,9,엘사♡ 공백제외열자이상 
겨울왕국 2,10,아이가 보고 싶다해서 보러갔다 저도 너무나 재미나게 봤어요~ 
겨울왕국 2,10,엘사의 화장빨이 더 올랐다 
겨울왕국 2,10,
겨울왕국 2,8,
겨울왕국 2,10,아이가 정말 좋아했어요 
겨울왕국 2,10,"두번 봤는데.. 세번 네번까지도 볼 수 있을 정도로 너무나 감동적이게 봤습니다. 엘사와 안나의 관계라던지 스토리라던지 영상미, OST까지 모두 다 감동적었고. 볼때마다 다른게 보임.첫번째때는 엘사의 비주얼과 영상미에 반했고, 두번째 봤을때는 스토리라던가 안나의 사랑스러움 올라프의 잔망미 모든걸 골고루 느낄 수 있었던 겨울왕국이었네요. 너무나 멋지고 아름다운 엘사랑 사랑이 충만하고 따뜻한 마음을 가진 사랑스러운 안나를 볼 수 있어서 좋았습니다. "
겨울왕국 2,10,그냥 겨울 내내 내 마음속은 겨울왕국2였다.영상미 / 스토리  / 노래 다 좋았다.말할 것도 없다. 
겨울왕국 2,9,올라프 1편 간략 설명 굿 ㅋㅋ 
겨울왕국 2,10,볼거리도 많고 노래도 좋고전편보다 화려해진 기술력에 박수 
겨울왕국 2,7,좀 더 쉽고 유쾌하게 갔더라면 하는 아쉬움...만화잖아!!!! 내 마음에 동심을 눈 뿌리듯 뿌려주란 말이지~~~ㅋㅋ 
겨울왕국 2,7,포드 대 페라리  이 명작이 겨울왕국 때문에  묻혔다 
겨울왕국 2,9,오랜만에 동심으로~~~ 
겨울왕국 2,10,
겨울왕국 2,7,아.. 좀 별로였음.. 1탄을 이기는 2탄 없다는 말은 맞는듯 
겨울왕국 2,10,노래도 좋고 영상미가 너무 좋아요. 
겨울왕국 2,9,모든 연령대를 다 만족시키긴 힘들었을듯.. 너무 아동용도 아닌 너무 성인용도 아닌.. 나름 배려하면서 잘만든 영화.. 노래도 좋았고 연출도 좋았고 웃음포인트 많아서 좋았다.. 갠적으로 1편보다 재밌었다 ;) 
겨울왕국 2,10,진짜 개재밌다 ... 엘사 미모 오지고 이거 개띵작이다꼭 보세요 진짜 
겨울왕국 2,10,
겨울왕국 2,10,전 이런 판타지적인 전개가 좋아요 
겨울왕국 2,10,진짜 진짜 어른들을 위한동화 재밌어요 
겨울왕국 2,4,
겨울왕국 2,10,
겨울왕국 2,8,연말을 마무리하기 좋은 영화 
겨울왕국 2,10,굿굿 
겨울왕국 2,7,보기 전에 Into the unknown 워낙에 많이 들었는데 역시 영상하고 같이 들으니 잘 어우러짐. 다만 절대적인 화려함은 높아졌다해도 1편을 처음 접했을 때만큼의 느낌은 없었음. Let it go 노래와 어우러졌던 영상미의 느낌이 없던게 아쉽.. 
겨울왕국 2,10,"9~10점의 평점.  정말 많은 것을 녹여낸 영화. 각자의 캐릭터가 의미하는 바를 잘 표현하였고, 연출을 생각해 보았을 때, 영화를 다시 한번 보게 되면 다른 감동을 찾을 수 있는 수준 높은 영화다. "
겨울왕국 2,10,"전개가 막장이라고들 하는데 현실적인 전개와 스토리를 기대하고 보는 장르가 애초에 아니라고 생각. 화려한 연출 영상미 캐릭터들의 매력, 넘버곡들은 정말 최고중최고!! "
겨울왕국 2,10,퀼리티 대박!... ost도 나쁘지 않고 1편처럼 좋은듯.. 
겨울왕국 2,10,
겨울왕국 2,10,
겨울왕국 2,10,"OST는 1편~ 스토리, 영상미는 2편이 더 좋았던거 같습니다. "
겨울왕국 2,8,올라프 꿀귀...!입니다용 
겨울왕국 2,10,1편이 낫다는 말을 너무 많이 듣고 갔는데 나한테는 1편 못지않게 2편도 너무나도 좋았다! 
겨울왕국 2,8,어른 아이 모두 잼있게 봤어요~~ 
겨울왕국 2,10,스토리 너무 재밌고 감동~!ost진짜 짱! 
겨울왕국 2,10,
겨울왕국 2,8,아이와 재미있게 봤답니다. 
겨울왕국 2,9,영상 ost 다 정말 멋졌습니다. 
겨울왕국 2,9,좋았어요 
